dataset_name,notebook_name,stage_name,started_at,finished_at,elapsed_minutes,feature_set_count,patch_set_count,feature_file_count,pca_artifact_count,crop_error_count,status
dataset1_varroa,01_dataset1_varroa_feature_engineering,03_feature_engineering,2026-05-25 03:15:37,2026-05-25 03:33:41,18.06,13,6,78,12,0,READY_FOR_NEXT_STAGE
