mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
16.061118364334106,0.8655008984189496,12.277216990788778,1.2288117591725056,0.01,scale,"{'model__C': 0.01, 'model__gamma': 'scale'}",0.6693227091633466,0.6664467172550314,0.0,0.4452564754727926,0.3148460624339079,9,0.8121358247940527,0.6667765869744435,0.0,0.49297080392283205,0.35359815906865893
13.771920442581177,0.7263858997013279,13.022233883539835,0.35012415719951767,0.01,0.01,"{'model__C': 0.01, 'model__gamma': 0.01}",0.6666666666666666,0.6664467172550314,0.0,0.4443711279738993,0.31421785078406206,11,1.0,0.6667765869744435,0.0,0.5555921956581479,0.4157495052346476
13.436320463816324,0.3453723326589464,12.099661827087402,1.5557414782077388,0.01,0.001,"{'model__C': 0.01, 'model__gamma': 0.001}",0.6679907315458458,0.6664467172550314,0.0,0.44481248293362574,0.31453055466331126,10,0.7994462025316456,0.6667765869744435,0.0,0.48874092983536305,0.34981050021907134
11.979496002197266,0.5844406078060984,11.378125667572021,1.6809774836832567,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.6772344013490725,0.7523277467411545,0.961480740370185,0.7970142961534706,0.12026820329444476,6,0.8647839109970047,0.8137096774193548,0.8858939802336029,0.8547958562166542,0.03030362268680349
13.661039590835571,0.13120825140205472,12.181897163391113,1.4910067119869446,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.6666666666666666,0.6664467172550314,0.0,0.4443711279738993,0.31421785078406206,11,1.0,0.6667765869744435,0.0,0.5555921956581479,0.4157495052346476
12.00082802772522,0.7297070026706575,10.47040319442749,1.084892318799341,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.6788370520622042,0.7554225878833208,0.9623682890115404,0.7988759763190219,0.11975986613890616,5,0.8675112733519433,0.8133064516129033,0.8950125256205875,0.858610083528478,0.033944994895097724
9.961341619491577,1.3384885230344623,7.333605209986369,1.2211922904673589,1.0,scale,"{'model__C': 1.0, 'model__gamma': 'scale'}",0.7953367875647669,0.9097744360902256,0.953405017921147,0.8861720805253798,0.06665430595321137,4,0.9980227385071676,0.9940769990128332,0.9952958653131964,0.9957985342777324,0.0016495902734150652
12.075730085372925,1.8624837704757826,10.879753351211548,2.694484869897735,1.0,0.01,"{'model__C': 1.0, 'model__gamma': 0.01}",0.7040590405904059,0.7145922746781116,0.16982836495031617,0.5294932267396112,0.2543578147145226,8,1.0,1.0,1.0,1.0,0.0
5.80545703570048,0.5113045195438736,5.220117251078288,1.196980031137326,1.0,0.001,"{'model__C': 1.0, 'model__gamma': 0.001}",0.7986080904741192,0.9090909090909091,0.9550561797752809,0.887585059780103,0.06565504462684946,3,0.9962972105652925,0.9896500739280434,0.9895988112927192,0.9918486985953517,0.0031456425972526034
8.379119237263998,0.29334474164131485,6.013686339060466,1.052982602496998,10.0,scale,"{'model__C': 10.0, 'model__gamma': 'scale'}",0.8102748986029743,0.9158699808795411,0.9576746557878634,0.894606511756793,0.06202565836754771,2,1.0,1.0,1.0,1.0,0.0
8.891098578770956,0.3802842934823674,8.234382152557373,0.4931536321156396,10.0,0.01,"{'model__C': 10.0, 'model__gamma': 0.01}",0.7086193745232647,0.7186890362856028,0.24111014744145706,0.5561395194167748,0.22279733455523254,7,1.0,1.0,1.0,1.0,0.0
6.652070681254069,0.7215426044710276,4.506298383076985,0.7166885800657189,10.0,0.001,"{'model__C': 10.0, 'model__gamma': 0.001}",0.8161764705882353,0.9166666666666666,0.9613428280773143,0.8980619884440721,0.06070649814468786,1,1.0,1.0,1.0,1.0,0.0
