mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
18.970601717631023,2.204811346299675,13.013373851776123,1.6743042071394636,0.01,scale,"{'model__C': 0.01, 'model__gamma': 'scale'}",0.7492550021285653,0.785506039150354,0.2900505902192243,0.6082705438327146,0.22550164608359688,8,0.8559241706161137,0.8243423985733392,0.45261984392419174,0.7109621377045482,0.18313002238503012
15.262650092442831,0.479114993333448,13.492518981297811,2.384928624644196,0.01,0.01,"{'model__C': 0.01, 'model__gamma': 0.01}",0.196113074204947,0.6664467172550314,0.0,0.2875199304866594,0.279647655412403,11,1.0,0.6667765869744435,0.0,0.5555921956581479,0.4157495052346476
17.78981312115987,1.4126245410388887,15.573670864105225,2.687181407896528,0.01,0.001,"{'model__C': 0.01, 'model__gamma': 0.001}",0.7458773784355179,0.7886728655959425,0.40691280439905736,0.6471543494768393,0.1707724868869777,7,0.8551919001648223,0.8216142889441556,0.5337954939341422,0.73686722768104,0.1442462264764658
11.274752140045166,1.234115327946205,8.260451237360636,2.309350241411894,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.7661323468968352,0.851520572450805,0.8890074706510138,0.8355534633328846,0.051418449604455276,6,0.9238673517048108,0.8969896519285042,0.8797066014669926,0.9001878683667693,0.018169835931771298
15.974656661351522,0.5515240218744925,14.034104267756144,0.6191488064650604,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.196113074204947,0.6664467172550314,0.0,0.2875199304866594,0.279647655412403,11,1.0,0.6667765869744435,0.0,0.5555921956581479,0.4157495052346476
11.291024605433146,1.1462790654327302,8.286302089691162,0.8831460253002151,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.7662551440329218,0.8505131637661758,0.8908994145822245,0.8358892407937741,0.05192586309678442,5,0.9237228831350595,0.896503168270359,0.8785365853658537,0.899587545590424,0.01857570840481787
8.329368750254313,0.9499253046671344,5.164366324742635,0.5910862826971415,1.0,scale,"{'model__C': 1.0, 'model__gamma': 'scale'}",0.8101037437979252,0.9015544041450777,0.9422084623323014,0.8846222034251014,0.055244539583430716,4,0.9923626508992363,0.9798723613156602,0.9782716049382716,0.9835022057177228,0.006299270955483274
14.59594178199768,0.0731758567128314,16.130439281463623,1.5075154212333906,1.0,0.01,"{'model__C': 1.0, 'model__gamma': 0.01}",0.750252780586451,0.47275204359673023,0.24935511607910577,0.4907866467540957,0.20488785999583767,10,1.0,1.0,1.0,1.0,0.0
6.846506039301555,0.8653325906076451,5.267471551895142,1.5951091927101417,1.0,0.001,"{'model__C': 1.0, 'model__gamma': 0.001}",0.8095667870036101,0.9011299435028248,0.9438433797011849,0.8848467034025399,0.056014336068190305,3,0.9904011813930593,0.9781487846795973,0.9767901234567902,0.9817800298431489,0.006121256984992634
11.340298811594645,2.947224780050704,5.940427700678508,1.1582518585536792,10.0,scale,"{'model__C': 10.0, 'model__gamma': 'scale'}",0.8162692847124825,0.9075391180654339,0.9475308641975309,0.890446422325149,0.05493341877812861,2,1.0,1.0,1.0,1.0,0.0
15.678722937901815,0.9115440204786696,15.845040877660116,0.605136128147905,10.0,0.01,"{'model__C': 10.0, 'model__gamma': 0.01}",0.7535070140280561,0.4838274932614555,0.3143093465674111,0.5172146179523076,0.18084924264344174,9,1.0,1.0,1.0,1.0,0.0
10.122843503952026,1.3127056052218224,5.447822252909343,1.1090819564103072,10.0,0.001,"{'model__C': 10.0, 'model__gamma': 0.001}",0.8159250585480093,0.9090047393364928,0.9496919917864476,0.8915405965569833,0.05598895914536199,1,1.0,1.0,1.0,1.0,0.0
