mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.6560490926106771,0.095944561833122,0.49333373705546063,0.06268258070069206,0.01,scale,"{'model__C': 0.01, 'model__gamma': 'scale'}",0.7512810405991328,0.9,0.9165775401069519,0.8559528602353615,0.07432292637972397,9,0.940419447092469,0.914244535190968,0.9112337011033099,0.921965894462249,0.013106397521390763
0.8303966522216797,0.1710919474055655,0.5589316685994467,0.07680663066841634,0.01,0.01,"{'model__C': 0.01, 'model__gamma': 0.01}",0.7004279600570613,0.8300165837479271,0.9390942217595003,0.8231795885214962,0.09755495714911656,11,0.910868576625739,0.8611050920910076,0.9037858693031107,0.8919198460066191,0.02198033939553364
1.192106564839681,0.24986406323481888,0.8747702439626058,0.05783682299910826,0.01,0.001,"{'model__C': 0.01, 'model__gamma': 0.001}",0.6682088565763384,0.689419795221843,0.9657198824681684,0.7744495114221167,0.1355255009450905,12,0.7906885758998435,0.7666350710900474,0.7890454455249057,0.7821230308382655,0.010972166064762262
0.32849987347920734,0.019656294635648237,0.243118683497111,0.02966030255280546,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.849102377486657,0.9459459459459459,0.9647419519672968,0.9199300917999667,0.05066719054591783,5,0.9768586903003447,0.9499256321269212,0.9303607214428857,0.9523816812900505,0.019061993776204465
0.3447713851928711,0.05262210255096006,0.2754872639973958,0.04519043343748341,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.824385805277525,0.9414587332053743,0.9643947100712106,0.9100797495180366,0.061313966969576514,7,0.9726027397260274,0.9466666666666667,0.929745889387145,0.9496717652599463,0.01762480011061762
0.6643429597218832,0.0758108971039826,0.5173626740773519,0.060699484137428775,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.702355460385439,0.8385481852315394,0.9557251908396946,0.8322096121522243,0.10353481929324361,10,0.9104917289825516,0.8637744034707159,0.9101421344254397,0.8948027556262357,0.021940822412477388
0.1932863394419352,0.05946468819836107,0.14539901415506998,0.043813325519334485,1.0,scale,"{'model__C': 1.0, 'model__gamma': 'scale'}",0.856272219400711,0.9569840502658289,0.9778449144008057,0.9303670613557818,0.05308061866239999,1,0.983719782930439,0.9541511771995044,0.9450658712403679,0.9609789437901037,0.01650242446223653
0.20456862449645996,0.0513737496949946,0.15281891822814941,0.03812142625427089,1.0,0.01,"{'model__C': 1.0, 'model__gamma': 0.01}",0.850620347394541,0.9520116335433835,0.9794073329984933,0.927346437978806,0.05539434880573587,3,0.9820152746982015,0.9515570934256056,0.9396273291925465,0.9577332324387845,0.01784737143821048
0.41025813420613605,0.14645045959844688,0.3809013366699219,0.12023463448533944,1.0,0.001,"{'model__C': 1.0, 'model__gamma': 0.001}",0.8100358422939068,0.9339712918660287,0.9703368526897939,0.9047813289499098,0.06862042424219808,8,0.9695344869607604,0.9419291338582677,0.9281987577639752,0.9465541261943344,0.017189212559800344
0.3314362366994222,0.17337421329641328,0.19719545046488443,0.07417218065401113,10.0,scale,"{'model__C': 10.0, 'model__gamma': 'scale'}",0.8466195761856711,0.9509143407122232,0.9753397081026673,0.9242912083335205,0.05582001715885725,4,0.9898790422117996,0.9650418513047759,0.9624691358024692,0.9724633431063482,0.012359467296035763
0.19366653760274252,0.05244679833836353,0.1327971617380778,0.029399295500718098,10.0,0.01,"{'model__C': 10.0, 'model__gamma': 0.01}",0.8470111448834853,0.9579100145137881,0.9804511278195489,0.9284574290722741,0.058321798974234326,2,0.9859502095144195,0.957983193277311,0.9509415262636274,0.9649583096851192,0.015119328962521899
0.20354143778483072,0.04233266821352994,0.15500585238138834,0.03197132436227451,10.0,0.001,"{'model__C': 10.0, 'model__gamma': 0.001}",0.8388349514563107,0.9456838021338506,0.9734335839598998,0.9193174458500204,0.05802635335617465,6,0.9770992366412213,0.9453376205787781,0.9325062034739454,0.9516476868979816,0.018743840845799675
