class_id,class_name,bbox_width_norm_count,bbox_width_norm_mean,bbox_width_norm_min,bbox_width_norm_median,bbox_width_norm_max,bbox_height_norm_count,bbox_height_norm_mean,bbox_height_norm_min,bbox_height_norm_median,bbox_height_norm_max,bbox_area_norm_count,bbox_area_norm_mean,bbox_area_norm_min,bbox_area_norm_median,bbox_area_norm_max,bbox_width_px_count,bbox_width_px_mean,bbox_width_px_min,bbox_width_px_median,bbox_width_px_max,bbox_height_px_count,bbox_height_px_mean,bbox_height_px_min,bbox_height_px_median,bbox_height_px_max,bbox_area_px_count,bbox_area_px_mean,bbox_area_px_min,bbox_area_px_median,bbox_area_px_max
0,varroa_mite,10358,0.20288252503296214,0.007668096016420378,0.20738537155854947,0.4188274610364789,10358,0.238672161538188,0.0005668405568136287,0.24386366122716774,0.5134762861013534,10358,0.04961906208093355,7.806425454591304e-05,0.046866054689842174,0.2073531870132352,10358,32.46120400527394,1.2268953626272605,33.18165944936791,67.01239376583662,10358,33.414102615346316,0.07935767795390802,34.14091257180348,71.88668005418948,10358,1111.4669906129113,1.748639301828452,1049.7996250524648,4644.711389096469
