mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
211.2443707784017,4.4070265577849685,0.8395025730133057,0.20702636736823488,,1,300,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.6947608200455581,0.8973299427844882,0.7839147286821705,0.7920018305040722,0.08289597209238936,6,1.0,1.0,1.0,1.0,0.0
337.58786328633624,6.992898544995471,1.257453203201294,0.37307819629718847,,1,500,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.6926939899562612,0.8964314036478985,0.7824822236586942,0.7905358724209512,0.08337017603527333,14,1.0,1.0,1.0,1.0,0.0
192.1572484175364,6.7927282143312935,0.704165538152059,0.19264047572388407,,2,300,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.6938578107367402,0.8952380952380953,0.7829883570504528,0.7906947543417627,0.08239355219866137,11,0.9996743201432992,0.999755759993487,0.9991861979166666,0.999538759351151,0.0002515058463387685
321.35549513498944,7.212972429949517,1.3608152866363525,0.5088888689676891,,2,500,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.6944175540496934,0.8947368421052632,0.7833683869923961,0.7908409277157843,0.08195052751678744,10,0.9997557997557998,0.999755759993487,0.9993490642799023,0.9996202080097296,0.00019172757072432857
177.01829751332602,5.631562504094569,0.748273770014445,0.31723136637710064,,4,300,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.6991192954363491,0.8949453335446047,0.7826367597224464,0.7922337962344668,0.08023314623709157,2,0.9947218838814454,0.9953692420180356,0.992858302223665,0.9943164760410488,0.0010644157397463956
296.71088067690533,7.024156372276482,0.8777788480122884,0.042912758435978464,,4,500,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 500}",0.6969987228607918,0.8942109436954798,0.7850346718271246,0.7920814461277987,0.0806655968909957,4,0.9944769330734243,0.9952883834281072,0.9929354445797808,0.9942335870271041,0.0009758733796573188
188.17913579940796,5.265415797796883,0.6861596902211508,0.1504626592823792,20,1,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.6904761904761905,0.8931056293485136,0.7794738551477752,0.7876852249908265,0.08292664356909125,18,0.9984554101292578,0.998942487594566,0.9991051818107867,0.9988343598448702,0.00027606704164019055
313.97237428029376,7.627422897199993,1.342991590499878,0.26386261833333924,20,1,500,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.6901860166773572,0.8951358180669615,0.7807798090923799,0.7887005479455662,0.0838576526040601,17,0.9986177738027482,0.998942487594566,0.9992677568952892,0.9989426727642012,0.00026535451866406003
181.14620153109232,3.4734289364414317,0.7337720394134521,0.20871328944888093,20,2,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.6956939330878822,0.8948368704466265,0.7824680575772279,0.7909996203705788,0.08152328112361466,9,0.9972384665367121,0.99861754899569,0.9980490977076898,0.9979683710800306,0.0005658943944324119
301.8981168270111,7.069141477041103,1.1243635813395183,0.3347843387942744,20,2,500,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.6944266495836002,0.8955696202531646,0.7820326385522701,0.7906763027963449,0.08234342054719179,13,0.9977250568735782,0.9984551589560127,0.9980490977076898,0.9980764378457603,0.00029868921982118847
171.95345918337503,3.3482411243582013,0.5610270500183105,0.05308657055668112,20,4,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.6944178628389155,0.8952622405324038,0.7803066989507668,0.7899956007740286,0.08228009936259091,16,0.9924629224410406,0.9935933825318304,0.9917194349732099,0.9925919133153602,0.0007704539126853395
284.7160960833232,4.147295657689807,1.1538330713907878,0.47141908191374543,20,4,500,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 500}",0.6956798979754504,0.8943784639746635,0.7831558567279767,0.7910714062260302,0.08131122093712123,8,0.9922204213938411,0.9936739659367396,0.9920428710620331,0.992645752797538,0.0007306607625072283
202.9669067064921,5.583880328656321,0.6954925060272217,0.1736399133506903,40,1,300,"{'model__max_depth': 40, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.6961182394023063,0.8968695375814397,0.7845607235142119,0.7925161668326527,0.08214920465813623,1,1.0,1.0,1.0,1.0,0.0
339.26080775260925,7.730963709436789,1.0517436663309734,0.07528198056153224,40,1,500,"{'model__max_depth': 40, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.6911740890688259,0.8968908629441624,0.7821590174531351,0.7900746564887079,0.08416983137056963,15,1.0,1.0,1.0,1.0,0.0
193.4016316731771,4.658854156774225,0.7672593593597412,0.28400337126731484,40,2,300,"{'model__max_depth': 40, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.6950217496375061,0.8952380952380953,0.7829883570504528,0.7910827339753513,0.08193812895417042,7,0.9996743201432992,0.999755759993487,0.9991861979166666,0.999538759351151,0.0002515058463387685
320.8799614906311,7.862414426173425,1.2415427366892497,0.37258438790939596,40,2,500,"{'model__max_depth': 40, 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.6939696871976782,0.8947368421052632,0.7833683869923961,0.7906916387651125,0.08212626512396021,12,0.9998371865841745,0.999755759993487,0.9993490642799023,0.9996473369525213,0.00021351426625433007
178.01744532585144,4.420274865345109,0.6634729703267416,0.1618645076898883,40,4,300,"{'model__max_depth': 40, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.6991192954363491,0.8949453335446047,0.7826367597224464,0.7922337962344668,0.08023314623709157,2,0.9947218838814454,0.9953692420180356,0.992858302223665,0.9943164760410488,0.0010644157397463956
269.9794984658559,37.97132879359859,1.0039252440134685,0.10153280190112987,40,4,500,"{'model__max_depth': 40, 'model__min_samples_leaf': 4, 'model__n_estimators': 500}",0.6969987228607918,0.8942109436954798,0.7850346718271246,0.7920814461277987,0.0806655968909957,4,0.9944769330734243,0.9952883834281072,0.9929354445797808,0.9942335870271041,0.0009758733796573188
