policy_name,dataset_name,algorithm_name,threshold_column,threshold_value,score_threshold,stride_divisor,stride,cluster_iou_threshold,weighted_box_size_factor,anchor_model_file_name,anchor_patch_set,anchor_patch_size,anchor_feature_set,detection_f1_iou_0_3,detection_precision_iou_0_3,detection_recall_iou_0_3,false_positives_per_image_iou_0_3,tp_iou_0_3,fp_iou_0_3,fn_iou_0_3,parameter_source,matching_iou_thresholds_json,primary_matching_iou,postprocess_method,image_scale,max_candidates_per_image,use_for_scope,manual_override,rationale
stage08_valid_subset_screening_policy,dataset1_varroa,linear_svm,score_threshold,1.5,1.5,4,20,0.2,1.0,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,centered80_balanced,80,hog16_pca_hsv_lbp,0.6403940886699507,0.5752212389380531,0.7222222222222222,0.6857142857142857,65,48,25,selected_detection_parameters_from_preliminary_calibration,"[0.1, 0.2, 0.3]",0.3,weighted_center,1.0,500,valid_subset_detection_screening_54_models,no,Use preliminary calibration selected parameters per dataset x algorithm; common-parameter alternatives degraded dataset2 linear_svm substantially.
stage08_valid_subset_screening_policy,dataset1_varroa,rbf_svm,decision_function_score_threshold,0.75,0.75,4,20,0.2,1.0,d1_rbfsvm_003__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,0.4043126684636118,0.2669039145907473,0.8333333333333334,2.942857142857143,75,206,15,selected_detection_parameters_from_preliminary_calibration,"[0.1, 0.2, 0.3]",0.3,weighted_center,1.0,500,valid_subset_detection_screening_54_models,no,Use preliminary calibration selected parameters per dataset x algorithm; common-parameter alternatives degraded dataset2 linear_svm substantially.
stage08_valid_subset_screening_policy,dataset1_varroa,random_forest,predict_proba_score_threshold,0.6,0.6,4,20,0.2,1.0,d1_rf_003__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,0.2664298401420959,0.1585623678646934,0.8333333333333334,5.685714285714286,75,398,15,selected_detection_parameters_from_preliminary_calibration,"[0.1, 0.2, 0.3]",0.3,weighted_center,1.0,500,valid_subset_detection_screening_54_models,no,Use preliminary calibration selected parameters per dataset x algorithm; common-parameter alternatives degraded dataset2 linear_svm substantially.
stage08_valid_subset_screening_policy,dataset2_honeybee,linear_svm,score_threshold,1.0,1.0,6,8,0.2,1.0,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,centered48_balanced,48,hog16_pca_hsv_lbp,0.4576271186440678,0.4909090909090909,0.4285714285714285,0.4590163934426229,27,28,36,selected_detection_parameters_from_preliminary_calibration,"[0.1, 0.2, 0.3]",0.3,weighted_center,1.0,500,valid_subset_detection_screening_54_models,no,Use preliminary calibration selected parameters per dataset x algorithm; common-parameter alternatives degraded dataset2 linear_svm substantially.
stage08_valid_subset_screening_policy,dataset2_honeybee,rbf_svm,decision_function_score_threshold,0.75,0.75,4,12,0.2,1.0,d2_rbfsvm_002__centered48_balanced__hog16_hsv_lbp.joblib,centered48_balanced,48,hog16_hsv_lbp,0.4025157232704403,0.3333333333333333,0.5079365079365079,1.0491803278688523,32,64,31,selected_detection_parameters_from_preliminary_calibration,"[0.1, 0.2, 0.3]",0.3,weighted_center,1.0,500,valid_subset_detection_screening_54_models,no,Use preliminary calibration selected parameters per dataset x algorithm; common-parameter alternatives degraded dataset2 linear_svm substantially.
stage08_valid_subset_screening_policy,dataset2_honeybee,random_forest,predict_proba_score_threshold,0.6,0.6,4,12,0.3,1.0,d2_rf_001__centered48_balanced__hsv_lbp_only.joblib,centered48_balanced,48,hsv_lbp_only,0.2928870292887029,0.1988636363636363,0.5555555555555556,2.3114754098360657,35,141,28,selected_detection_parameters_from_preliminary_calibration,"[0.1, 0.2, 0.3]",0.3,weighted_center,1.0,500,valid_subset_detection_screening_54_models,no,Use preliminary calibration selected parameters per dataset x algorithm; common-parameter alternatives degraded dataset2 linear_svm substantially.
