metric,q1,q3,iqr,q005,q995,small_threshold,large_threshold
bbox_width_norm,0.16821862808594643,0.24631209736984974,0.07809346928390332,0.02489522932624708,0.3635813750378819,0,0.4805925052215597
bbox_height_norm,0.2009989028291238,0.28582439421172356,0.08482549138259976,0.014282113913356004,0.42034189790900095,0,0.5403008683595228
bbox_area_norm,0.0308417503757772,0.06536927737478654,0.034527526999009336,0.0023394389079732267,0.13716592312692708,0,0.16895185837181453
bbox_width_px,26.91498049375143,39.40993557917596,12.494955085424529,3.9832366921995326,58.17302000606111,0,76.89480083544954
bbox_height_px,28.13984639607733,40.0154151896413,11.875568793563971,1.9994959478698406,58.847865707260134,0,75.64212157033322
bbox_area_px,690.8552084174094,1464.2718131952186,773.4166047778092,52.40343153860029,3072.516678043166,0,3784.5216275286466
