dataset_name,dataset_short,model_index,model_id,algorithm_name,algorithm_short,patch_set,patch_size,ratio_variant,feature_set,feature_family,selection_group,selection_reason,source_feature_file_path,source_feature_file_path_resolved,source_linear_svm_model_path,source_linear_svm_model_path_resolved,model_file_path
dataset2_honeybee,d2,1,d2_rbfsvm_001,rbf_svm,rbfsvm,centered48_balanced,48,balanced,hsv_lbp_only,hsv_lbp_only,best_overall_reference,Dataset2 valid_f1 sıralamasında en iyi model. HOG kullanmadan sadece HSV + LBP ile güçlü renk/doku referansı sağlar.,data/features/dataset2_honeybee/centered48_balanced__hsv_lbp_only.parquet,data/features/dataset2_honeybee/centered48_balanced__hsv_lbp_only.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_007__centered48_balanced__hsv_lbp_only.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_007__centered48_balanced__hsv_lbp_only.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_001__centered48_balanced__hsv_lbp_only.joblib
dataset2_honeybee,d2,2,d2_rbfsvm_002,rbf_svm,rbfsvm,centered48_balanced,48,balanced,hog16_hsv_lbp,hog16_hsv_lbp,hog16_reference,48x48 balanced patch set üzerinde HOG16 + HSV + LBP'nin PCA'sız güçlü temsilcisi. HOG eklemenin etkisini karşılaştırmak için seçildi.,data/features/dataset2_honeybee/centered48_balanced__hog16_hsv_lbp.parquet,data/features/dataset2_honeybee/centered48_balanced__hog16_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_002__centered48_balanced__hog16_hsv_lbp.joblib
dataset2_honeybee,d2,3,d2_rbfsvm_003,rbf_svm,rbfsvm,centered48_balanced,48,balanced,hog16_pca_hsv_lbp,hog16_pca_hsv_lbp,pca_comparison,d2_linsvm_004 modelinin PCA'lı karşılığı. 48x48 patch üzerinde HOG16 ailesinde PCA etkisini test etmek için seçildi.,data/features/dataset2_honeybee/centered48_balanced__hog16_pca_hsv_lbp.parquet,data/features/dataset2_honeybee/centered48_balanced__hog16_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_003__centered48_balanced__hog16_pca_hsv_lbp.joblib
dataset2_honeybee,d2,4,d2_rbfsvm_004,rbf_svm,rbfsvm,centered64_balanced,64,balanced,hog16_hsv_lbp,hog16_hsv_lbp,patch_size_comparison,d2_linsvm_004 modelinin 64x64 patch karşılığı. Dataset2'de 48x48 ve 64x64 patch size etkisini karşılaştırmak için seçildi.,data/features/dataset2_honeybee/centered64_balanced__hog16_hsv_lbp.parquet,data/features/dataset2_honeybee/centered64_balanced__hog16_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_030__centered64_balanced__hog16_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_030__centered64_balanced__hog16_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_004__centered64_balanced__hog16_hsv_lbp.joblib
dataset2_honeybee,d2,5,d2_rbfsvm_005,rbf_svm,rbfsvm,centered64_balanced,64,balanced,hog16_pca_hsv_lbp,hog16_pca_hsv_lbp,patch_size_and_pca_comparison,d2_linsvm_030 modelinin PCA'lı karşılığı. 64x64 patchlerde PCA etkisini görmek için seçildi.,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_hsv_lbp.parquet,data/features/dataset2_honeybee/centered64_balanced__hog16_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_037__centered64_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_037__centered64_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_005__centered64_balanced__hog16_pca_hsv_lbp.joblib
dataset2_honeybee,d2,6,d2_rbfsvm_006,rbf_svm,rbfsvm,centered48_neg4x,48,neg4x,hog16_hsv_lbp,hog16_hsv_lbp,neg4x_comparison,"d2_linsvm_004 modelinin neg4x karşılığı. En iyi neg4x model olduğu için değil, balanced-neg4x etkisini kontrollü karşılaştırmak için seçildi.",data/features/dataset2_honeybee/centered48_neg4x__hog16_hsv_lbp.parquet,data/features/dataset2_honeybee/centered48_neg4x__hog16_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_017__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_017__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib
dataset2_honeybee,d2,7,d2_rbfsvm_007,rbf_svm,rbfsvm,centered48_neg4x,48,neg4x,hog16_pca_hsv_lbp,hog16_pca_hsv_lbp,neg4x_pca_comparison,d2_linsvm_017 modelinin PCA'lı neg4x karşılığı. Balanced-neg4x ve PCA etkisini aynı feature ailesi içinde karşılaştırmak için seçildi.,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_hsv_lbp.parquet,data/features/dataset2_honeybee/centered48_neg4x__hog16_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib
dataset2_honeybee,d2,8,d2_rbfsvm_008,rbf_svm,rbfsvm,centered48_balanced,48,balanced,hog8_hsv_lbp,hog8_hsv_lbp,hog8_non_pca_representation,HOG8'in PCA'sız temsilcisi. Dataset2'de HOG8 ailesini HOG16 ve HSV+LBP-only ile karşılaştırmak için seçildi.,data/features/dataset2_honeybee/centered48_balanced__hog8_hsv_lbp.parquet,data/features/dataset2_honeybee/centered48_balanced__hog8_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_001__centered48_balanced__hog8_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_001__centered48_balanced__hog8_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_008__centered48_balanced__hog8_hsv_lbp.joblib
dataset2_honeybee,d2,9,d2_rbfsvm_009,rbf_svm,rbfsvm,centered48_balanced,48,balanced,hog8_pca_hsv_lbp,hog8_pca_hsv_lbp,hog8_pca_representation,HOG8'in PCA'lı temsilcisi. d2_linsvm_001 ile HOG8 içinde PCA etkisini karşılaştırmak için seçildi.,data/features/dataset2_honeybee/centered48_balanced__hog8_pca_hsv_lbp.parquet,data/features/dataset2_honeybee/centered48_balanced__hog8_pca_hsv_lbp.parquet,outputs/models/dataset2_honeybee/01_linear_svm/models/d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/01_linear_svm/d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/dataset2_honeybee/02_selected_rbf_svm/models/d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib
