mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
36.100269397099815,1.9394823295853343,30.94555679957072,2.3637655071524155,0.01,scale,"{'model__C': 0.01, 'model__gamma': 'scale'}",0.7198429255123328,0.8473626886572273,0.7584796318391,0.77522841533622,0.053389848033794776,11,0.8594008190243552,0.8461770018061409,0.8727703102544594,0.8594493770283185,0.010856727007303325
37.72446799278259,1.7081906437884535,35.472936471303306,2.337383460917576,0.01,0.01,"{'model__C': 0.01, 'model__gamma': 0.01}",0.7144992526158446,0.8006617038875103,0.6979661661281126,0.7377090408771559,0.04502306129288374,12,0.8582188746123173,0.8301143082380764,0.8294504712786769,0.8392612180430236,0.013407826739797195
36.786200841267906,0.9997174365920359,34.44000061353048,3.487952107047839,0.01,0.001,"{'model__C': 0.01, 'model__gamma': 0.001}",0.7021449275362319,0.8367403314917127,0.8201268998081747,0.7863373862787064,0.05991816146435819,10,0.8364386387074596,0.7850794680506,0.8508011171541967,0.8241064079707522,0.028212251788086885
18.150937795639038,1.3176298817725416,18.41772786776225,1.4979741341378336,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.7536670195070316,0.886116960959015,0.7997442863992329,0.8131760889550931,0.054900253415220646,7,0.9136930102949145,0.9029712537241323,0.9233937397034596,0.9133526679075022,0.008340917539434013
21.049649635950725,1.837145521062122,20.015710830688477,1.5124832827798023,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.7507462686567165,0.8734801183043049,0.7912772585669782,0.8051678818426665,0.05105951771262981,8,0.9145292522278187,0.903089773740978,0.921059184859301,0.9128927369426991,0.007426689289028245
22.00959626833598,2.16306709233057,20.627288897832234,1.4090638820414394,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.7467278369990554,0.8769083969465649,0.7881421697966786,0.8039261345807663,0.054305277246880064,9,0.8792963264099343,0.8758457907159717,0.9053201082055906,0.8868207417771655,0.013156657828736583
14.723603248596191,0.8745366596792256,14.89204216003418,1.367506922987139,1.0,scale,"{'model__C': 1.0, 'model__gamma': 'scale'}",0.7386166145290233,0.9103537392989824,0.8288485607008761,0.825939638176294,0.07014155391660327,1,0.9706476914368884,0.9654392764857881,0.97415054462689,0.9700791708498556,0.003579009164555134
18.503963549931843,2.6338069260227215,17.047212203343708,0.9508735206110002,1.0,0.01,"{'model__C': 1.0, 'model__gamma': 0.01}",0.7369523477046604,0.9103559870550162,0.8267592300410224,0.8246891882668996,0.07080687038085604,2,0.9856149991918539,0.9828395661324267,0.9851569470354449,0.9845371707865752,0.0012148660051867382
13.729715585708618,1.1981624101836017,14.203759749730429,0.9929693394308488,1.0,0.001,"{'model__C': 1.0, 'model__gamma': 0.001}",0.7656123276561233,0.8973408541498791,0.810130515848353,0.8243612325514519,0.054711279437101565,4,0.9184193753983428,0.9045856798069187,0.9232027480166843,0.915402601073982,0.007894069616906882
36.098660945892334,11.011325916649708,15.478927532831827,1.3537239771891683,10.0,scale,"{'model__C': 10.0, 'model__gamma': 'scale'}",0.719514372433494,0.9091798467308005,0.8305647840531561,0.8197530010724835,0.07780710774525007,5,0.9999185866644956,0.9999185734060744,1.0,0.9999457200235233,3.838173983095897e-05
55.590963999430336,2.344536791894181,19.194201866785686,1.8327293359346093,10.0,0.01,"{'model__C': 10.0, 'model__gamma': 0.01}",0.7203133345202065,0.9071895424836601,0.8293379901571678,0.8189469557203447,0.07664489316843152,6,1.0,1.0,1.0,1.0,0.0
11.647400379180908,1.963269041858976,10.030799547831217,0.39229928883090426,10.0,0.001,"{'model__C': 10.0, 'model__gamma': 0.001}",0.7340940525587828,0.908562197092084,0.8311166099597896,0.8245909532035521,0.071375633149782,3,0.9482451884198609,0.9423931485820474,0.954656662860871,0.9484316666209264,0.005008294866607625
