dataset_name,mode_label,gt_count_group,full_count,subset_count,full_total,subset_total,full_ratio,subset_ratio,ratio_difference,selected_source
dataset1_varroa,threshold_refinement_large_subset,one,240,90,1867,700,0.12854847348687734,0.12857142857142856,2.2955084551218308e-05,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,threshold_refinement_large_subset,three_plus,31,12,1867,700,0.016604177825388325,0.017142857142857144,0.0005386793174688188,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,threshold_refinement_large_subset,two,155,58,1867,700,0.08302088912694162,0.08285714285714285,-0.00016374626979877294,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
dataset1_varroa,threshold_refinement_large_subset,zero,1441,540,1867,700,0.7718264595607928,0.7714285714285715,-0.00039788813222130237,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset1_varroa__selected_images.csv
