dataset_name,mode_label,gt_count_group,full_count,subset_count,full_total,subset_total,full_ratio,subset_ratio,ratio_difference,selected_source
dataset2_honeybee,threshold_refinement_large_subset,one,465,412,790,700,0.5886075949367089,0.5885714285714285,-3.616636528036565e-05,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset2_honeybee__selected_images.csv
dataset2_honeybee,threshold_refinement_large_subset,three_plus,1,1,790,700,0.0012658227848101266,0.0014285714285714286,0.00016274864376130196,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset2_honeybee__selected_images.csv
dataset2_honeybee,threshold_refinement_large_subset,two,51,45,790,700,0.06455696202531645,0.06428571428571428,-0.0002712477396021734,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset2_honeybee__selected_images.csv
dataset2_honeybee,threshold_refinement_large_subset,zero,273,242,790,700,0.34556962025316457,0.3457142857142857,0.00014466546112112955,approaches/traditional_ml/inputs/09_detection_tuning/large_valid_subset_700__dataset2_honeybee__selected_images.csv
