rank_iou_0_2,dataset_name,algorithm_name,patch_set,feature_set,model_file_name,threshold_value,stride_divisor,cluster_iou_threshold,weighted_box_size_factor,detection_f1_iou_0_2,false_positives_per_image_iou_0_2,detection_recall_iou_0_2,detection_f1_iou_0_3,false_positives_per_image_iou_0_3,detection_recall_iou_0_3,rank_iou_0_3
82,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.25,1.25,0.3865877712031558,0.4471428571428571,0.3881188118811881,0.1834319526627219,0.5942857142857143,0.1841584158415841,134
83,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.25,0.3836065573770492,0.6871428571428572,0.4633663366336634,0.1770491803278688,0.8671428571428571,0.2138613861386138,138
84,dataset2_honeybee,linear_svm,centered48_neg4x,hog16_pca_hsv_lbp,d2_linsvm_024__centered48_neg4x__hog16_pca_hsv_lbp.joblib,0.4,4,0.3,1.25,0.3828571428571429,0.4914285714285714,0.398019801980198,0.1828571428571428,0.6414285714285715,0.1900990099009901,136
85,dataset2_honeybee,linear_svm,centered48_balanced,hog16_hsv_lbp,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,0.8,4,0.25,1.25,0.3820408163265306,0.6942857142857143,0.4633663366336634,0.1746938775510204,0.8757142857142857,0.2118811881188118,139
86,dataset2_honeybee,rbf_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_rbfsvm_009__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.9,4,0.3,1.25,0.3806646525679758,0.81,0.499009900990099,0.1706948640483383,1.008571428571429,0.2237623762376237,142
87,dataset2_honeybee,linear_svm,centered48_balanced,hog16_pca_hsv_lbp,d2_linsvm_011__centered48_balanced__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.25,0.3748031496062992,0.7528571428571429,0.4712871287128712,0.1716535433070866,0.9371428571428572,0.2158415841584158,140
88,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.8,4,0.25,1.25,0.3730158730158729,0.7428571428571429,0.4653465346534653,0.1714285714285714,0.9242857142857144,0.2138613861386138,141
89,dataset2_honeybee,linear_svm,centered48_balanced,hog16_hsv_lbp,d2_linsvm_004__centered48_balanced__hog16_hsv_lbp.joblib,0.8,4,0.3,1.25,0.3693270735524256,0.7671428571428571,0.4673267326732673,0.1690140845070422,0.95,0.2138613861386138,144
90,dataset1_varroa,linear_svm,centered80_balanced,hog16_hsv_lbp,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,2.2,4,0.2,1.0,0.3682008368200837,0.49,0.5454545454545454,0.3514644351464435,0.4985714285714285,0.5206611570247934,37
91,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.4,4,0.25,1.0,0.3679417122040072,0.2942857142857142,0.4173553719008264,0.3497267759562841,0.3014285714285714,0.396694214876033,38
92,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.4,4,0.3,1.0,0.3679417122040072,0.2942857142857142,0.4173553719008264,0.3497267759562841,0.3014285714285714,0.396694214876033,39
93,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.4,4,0.25,1.25,0.3679417122040072,0.2942857142857142,0.4173553719008264,0.3351548269581056,0.3071428571428571,0.3801652892561983,52
94,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.4,4,0.3,1.25,0.3679417122040072,0.2942857142857142,0.4173553719008264,0.3351548269581056,0.3071428571428571,0.3801652892561983,53
95,dataset2_honeybee,linear_svm,centered48_balanced,hog8_pca_hsv_lbp,d2_linsvm_008__centered48_balanced__hog8_pca_hsv_lbp.joblib,0.8,4,0.3,1.25,0.3661327231121281,0.8085714285714286,0.4752475247524752,0.1693363844393592,0.9928571428571428,0.2198019801980198,143
96,dataset1_varroa,linear_svm,centered80_balanced,hog16_hsv_lbp,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,2.2,4,0.25,1.0,0.3608247422680412,0.5628571428571428,0.5785123966942148,0.3427835051546392,0.5728571428571428,0.5495867768595041,44
97,dataset1_varroa,linear_svm,centered80_balanced,hog16_hsv_lbp,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,2.2,4,0.3,1.0,0.3608247422680412,0.5628571428571428,0.5785123966942148,0.3427835051546392,0.5728571428571428,0.5495867768595041,45
98,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2.2,4,0.2,1.0,0.3604852686308492,0.33,0.4297520661157025,0.34315424610052,0.3371428571428571,0.4090909090909091,43
99,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2.2,4,0.2,1.25,0.3604852686308492,0.33,0.4297520661157025,0.3362218370883882,0.34,0.4008264462809917,48
100,dataset1_varroa,linear_svm,centered80_balanced,hog16_hsv_lbp,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,2.2,4,0.2,1.25,0.3598326359832636,0.4942857142857143,0.5330578512396694,0.3319386331938633,0.5085714285714286,0.4917355371900826,54
101,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.4,4,0.25,1.0,0.3598055105348461,0.3771428571428571,0.4586776859504132,0.3306320907617504,0.39,0.4214876033057851,55
102,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.4,4,0.3,1.0,0.3598055105348461,0.3771428571428571,0.4586776859504132,0.3306320907617504,0.39,0.4214876033057851,56
103,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.4,4,0.2,1.0,0.3590733590733591,0.2614285714285714,0.384297520661157,0.3281853281853282,0.2728571428571428,0.3512396694214876,59
104,dataset1_varroa,rbf_svm,centered80_balanced,hog8_pca_hsv_lbp,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,1.4,4,0.2,1.25,0.3590733590733591,0.2614285714285714,0.384297520661157,0.3243243243243243,0.2742857142857143,0.3471074380165289,63
105,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2.2,4,0.25,1.0,0.3578274760383386,0.3885714285714285,0.4628099173553719,0.3418530351437699,0.3957142857142857,0.4421487603305785,46
106,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2.2,4,0.3,1.0,0.3578274760383386,0.3885714285714285,0.4628099173553719,0.3418530351437699,0.3957142857142857,0.4421487603305785,47
107,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2.2,4,0.25,1.25,0.3546325878594249,0.39,0.4586776859504132,0.3354632587859425,0.3985714285714286,0.4338842975206611,49
108,dataset1_varroa,linear_svm,centered80_balanced,hog16_pca_hsv_lbp,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,2.2,4,0.3,1.25,0.3546325878594249,0.39,0.4586776859504132,0.3354632587859425,0.3985714285714286,0.4338842975206611,50
109,dataset1_varroa,linear_svm,centered80_balanced,hog16_hsv_lbp,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,2.2,4,0.25,1.25,0.3530927835051546,0.5671428571428572,0.5661157024793388,0.3247422680412371,0.5828571428571429,0.5206611570247934,61
110,dataset1_varroa,linear_svm,centered80_balanced,hog16_hsv_lbp,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,2.2,4,0.3,1.25,0.3530927835051546,0.5671428571428572,0.5661157024793388,0.3247422680412371,0.5828571428571429,0.5206611570247934,62
111,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.4,4,0.2,1.0,0.3469026548672567,0.3214285714285714,0.4049586776859504,0.3256637168141593,0.33,0.3801652892561983,60
112,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.2,1.25,0.3404825737265415,0.5385714285714286,0.5247933884297521,0.2868632707774799,0.5671428571428572,0.4421487603305785,82
113,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.4,4,0.25,1.25,0.3403565640194489,0.3857142857142857,0.4338842975206611,0.2301458670988654,0.4342857142857143,0.2933884297520661,98
114,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.4,4,0.3,1.25,0.3403565640194489,0.3857142857142857,0.4338842975206611,0.2301458670988654,0.4342857142857143,0.2933884297520661,99
115,dataset1_varroa,rbf_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,1.4,4,0.2,1.25,0.3398230088495575,0.3242857142857143,0.396694214876033,0.2371681415929203,0.3657142857142857,0.2768595041322314,95
116,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,2.0,4,0.25,1.0,0.3370786516853933,0.3942857142857143,0.4338842975206611,0.3113964686998395,0.4057142857142857,0.4008264462809917,69
117,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,2.0,4,0.3,1.0,0.3370786516853933,0.3942857142857143,0.4338842975206611,0.3113964686998395,0.4057142857142857,0.4008264462809917,70
118,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.2,1.0,0.3351206434316354,0.5414285714285715,0.5165289256198347,0.2975871313672922,0.5614285714285714,0.4586776859504132,78
119,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,2.0,4,0.2,1.0,0.3327433628318584,0.3271428571428571,0.3884297520661157,0.3079646017699115,0.3371428571428571,0.359504132231405,73
120,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,2.0,4,0.2,1.25,0.3292035398230089,0.3285714285714285,0.384297520661157,0.2159292035398229,0.3742857142857143,0.2520661157024793,113
121,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,2.0,4,0.25,1.25,0.3242375601926164,0.4,0.4173553719008264,0.2118780096308185,0.45,0.2727272727272727,117
122,dataset1_varroa,linear_svm,centered96_balanced,hog16_pca_hsv_lbp,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,2.0,4,0.3,1.25,0.3242375601926164,0.4,0.4173553719008264,0.2118780096308185,0.45,0.2727272727272727,118
123,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.2,1.0,0.3230543318649045,0.47,0.4545454545454545,0.2848751835535976,0.4885714285714285,0.4008264462809917,83
124,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.2,1.25,0.3201174743024963,0.4714285714285714,0.4504132231404958,0.2613803230543318,0.5,0.3677685950413223,88
125,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.0,0.3194103194103194,0.6314285714285715,0.5371900826446281,0.2874692874692875,0.65,0.4834710743801653,80
126,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.0,0.3194103194103194,0.6314285714285715,0.5371900826446281,0.2874692874692875,0.65,0.4834710743801653,81
127,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.25,1.25,0.3194103194103194,0.6314285714285715,0.5371900826446281,0.2628992628992629,0.6642857142857143,0.4421487603305785,86
128,dataset1_varroa,random_forest,centered80_neg4x,hog16_pca_hsv_lbp,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,0.8,4,0.3,1.25,0.3194103194103194,0.6314285714285715,0.5371900826446281,0.2628992628992629,0.6642857142857143,0.4421487603305785,87
129,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.2,1.25,0.3141654978962132,0.5128571428571429,0.4628099173553719,0.2356241234221598,0.5528571428571428,0.3471074380165289,96
130,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.25,1.0,0.3043478260869565,0.5457142857142857,0.4628099173553719,0.2744565217391304,0.5614285714285714,0.4173553719008264,84
131,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.3,1.0,0.3043478260869565,0.5457142857142857,0.4628099173553719,0.2744565217391304,0.5614285714285714,0.4173553719008264,85
132,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.25,1.25,0.3043478260869565,0.5457142857142857,0.4628099173553719,0.2472826086956522,0.5757142857142857,0.3760330578512397,89
133,dataset1_varroa,random_forest,centered80_neg4x,hog16_hsv_lbp,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,0.7,4,0.3,1.25,0.3043478260869565,0.5457142857142857,0.4628099173553719,0.2472826086956522,0.5757142857142857,0.3760330578512397,90
134,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.25,1.25,0.3016476552598225,0.6114285714285714,0.4917355371900826,0.2281368821292775,0.6528571428571428,0.371900826446281,101
135,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.3,1.25,0.3016476552598225,0.6114285714285714,0.4917355371900826,0.2281368821292775,0.6528571428571428,0.371900826446281,102
136,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.2,1.0,0.3001402524544179,0.52,0.4421487603305785,0.2300140252454418,0.5557142857142857,0.3388429752066115,100
137,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.25,1.0,0.2889733840304182,0.6185714285714285,0.4710743801652892,0.2230671736375158,0.6557142857142857,0.3636363636363636,106
138,dataset1_varroa,random_forest,centered80_balanced,hsv_lbp_only,d1_rf_009__centered80_balanced__hsv_lbp_only.joblib,0.99,4,0.3,1.0,0.2889733840304182,0.6185714285714285,0.4710743801652892,0.2230671736375158,0.6557142857142857,0.3636363636363636,107
139,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.2,1.0,0.2827225130890052,0.3571428571428571,0.3347107438016529,0.2373472949389179,0.3757142857142857,0.2809917355371901,94
140,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.2,1.25,0.2827225130890052,0.3571428571428571,0.3347107438016529,0.2164048865619546,0.3842857142857143,0.256198347107438,112
141,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.25,1.0,0.2752902155887231,0.3971428571428571,0.3429752066115702,0.24212271973466,0.4114285714285714,0.3016528925619834,91
142,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.3,1.0,0.2752902155887231,0.3971428571428571,0.3429752066115702,0.24212271973466,0.4114285714285714,0.3016528925619834,92
143,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.25,1.25,0.2752902155887231,0.3971428571428571,0.3429752066115702,0.2222222222222222,0.42,0.2768595041322314,109
144,dataset1_varroa,random_forest,centered80_balanced,hog16_pca_hsv_lbp,d1_rf_001__centered80_balanced__hog16_pca_hsv_lbp.joblib,0.95,4,0.3,1.25,0.2752902155887231,0.3971428571428571,0.3429752066115702,0.2222222222222222,0.42,0.2768595041322314,110
