rank_iou_0_3,phase,dataset_name,algorithm_name,model_file_name,model_path,patch_set,patch_size,feature_set,threshold_column,threshold_value,stride_divisor,cluster_iou_threshold,weighted_box_size_factor,postprocess_method,status,raw_score_reuse_mode,raw_scoring_total_runtime_seconds,image_count,total_window_count,total_candidate_count,total_final_detection_count,mean_candidates_per_image,mean_final_detections_per_image,total_runtime_seconds,mean_runtime_seconds_per_image,tp_iou_0_1,fp_iou_0_1,fn_iou_0_1,detection_precision_iou_0_1,detection_recall_iou_0_1,detection_f1_iou_0_1,false_positives_per_image_iou_0_1,false_negatives_per_image_iou_0_1,negative_image_count_iou_0_1,negative_total_fp_iou_0_1,negative_fp_per_negative_image_iou_0_1,negative_accuracy_iou_0_1,mean_matched_iou_iou_0_1,tp_iou_0_2,fp_iou_0_2,fn_iou_0_2,detection_precision_iou_0_2,detection_recall_iou_0_2,detection_f1_iou_0_2,false_positives_per_image_iou_0_2,false_negatives_per_image_iou_0_2,negative_image_count_iou_0_2,negative_total_fp_iou_0_2,negative_fp_per_negative_image_iou_0_2,negative_accuracy_iou_0_2,mean_matched_iou_iou_0_2,tp_iou_0_3,fp_iou_0_3,fn_iou_0_3,detection_precision_iou_0_3,detection_recall_iou_0_3,detection_f1_iou_0_3,false_positives_per_image_iou_0_3,false_negatives_per_image_iou_0_3,negative_image_count_iou_0_3,negative_total_fp_iou_0_3,negative_fp_per_negative_image_iou_0_3,negative_accuracy_iou_0_3,mean_matched_iou_iou_0_3,postprocess_total_runtime_seconds,estimated_total_runtime_seconds_with_raw_scoring,combo_wall_runtime_seconds
21,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,score_threshold,2.2,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,673.3372113704681,500,420500,1099,442,2.198,0.884,0.0264079570770263,5.281591415405274e-05,173,269,135,0.3914027149321267,0.5616883116883117,0.4613333333333332,0.538,0.27,250,155,0.62,0.604,0.4976527594527545,172,270,136,0.3891402714932127,0.5584415584415584,0.4586666666666666,0.54,0.272,250,155,0.62,0.604,0.5013544067574703,169,273,139,0.3823529411764705,0.5487012987012987,0.4506666666666666,0.546,0.278,250,155,0.62,0.604,0.5087699792314158,0.0264079570770263,673.3636193275452,0.0285191535949707
22,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,score_threshold,2.2,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,673.3372113704681,500,420500,1099,442,2.198,0.884,0.0286312103271484,5.726242065429687e-05,173,269,135,0.3914027149321267,0.5616883116883117,0.4613333333333332,0.538,0.27,250,155,0.62,0.604,0.4976527594527545,172,270,136,0.3891402714932127,0.5584415584415584,0.4586666666666666,0.54,0.272,250,155,0.62,0.604,0.5013544067574703,169,273,139,0.3823529411764705,0.5487012987012987,0.4506666666666666,0.546,0.278,250,155,0.62,0.604,0.5087699792314158,0.0286312103271484,673.3658425807953,0.0312335491180419
23,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,centered80_balanced,80,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,653.8636319637299,500,420500,1733,510,3.466,1.02,0.0310711860656738,6.214237213134766e-05,194,316,114,0.3803921568627451,0.6298701298701299,0.4743276283618582,0.632,0.228,250,184,0.736,0.548,0.4428016315282375,192,318,116,0.3764705882352941,0.6233766233766234,0.4694376528117359,0.636,0.232,250,184,0.736,0.548,0.445793317901145,184,326,124,0.3607843137254902,0.5974025974025974,0.4498777506112469,0.652,0.248,250,184,0.736,0.548,0.4541033524267692,0.0310711860656738,653.8947031497955,0.0351848602294921
24,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,score_threshold,2.2,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,673.3372113704681,500,420500,1099,398,2.198,0.796,0.0225186347961425,4.503726959228516e-05,170,228,138,0.4271356783919598,0.551948051948052,0.481586402266289,0.456,0.276,250,138,0.552,0.604,0.4366475101722767,168,230,140,0.4221105527638191,0.5454545454545454,0.4759206798866855,0.46,0.28,250,138,0.552,0.604,0.4402619733351104,158,240,150,0.3969849246231156,0.512987012987013,0.4475920679886686,0.48,0.3,250,138,0.552,0.604,0.4535550631530656,0.0225186347961425,673.3597300052643,0.0241587162017822
25,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,score_threshold,2.2,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,673.3372113704681,500,420500,1099,442,2.198,0.884,0.027550458908081,5.510091781616211e-05,175,267,133,0.3959276018099547,0.5681818181818182,0.4666666666666666,0.534,0.266,250,155,0.62,0.604,0.4359511881465091,172,270,136,0.3891402714932127,0.5584415584415584,0.4586666666666666,0.54,0.272,250,155,0.62,0.604,0.4414236880946319,165,277,143,0.3733031674208145,0.5357142857142857,0.44,0.554,0.286,250,155,0.62,0.604,0.4529453705564092,0.027550458908081,673.3647618293762,0.0306599140167236
26,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_004__centered80_balanced__hog16_hsv_lbp.joblib,centered80_balanced,80,hog16_hsv_lbp,score_threshold,2.2,4,0.3,1.25,weighted_center,OK,per_model_per_stride_in_memory,673.3372113704681,500,420500,1099,442,2.198,0.884,0.0208017826080322,4.160356521606445e-05,175,267,133,0.3959276018099547,0.5681818181818182,0.4666666666666666,0.534,0.266,250,155,0.62,0.604,0.4359511881465091,172,270,136,0.3891402714932127,0.5584415584415584,0.4586666666666666,0.54,0.272,250,155,0.62,0.604,0.4414236880946319,165,277,143,0.3733031674208145,0.5357142857142857,0.44,0.554,0.286,250,155,0.62,0.604,0.4529453705564092,0.0208017826080322,673.3580131530762,0.0278146266937255
27,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,centered80_balanced,80,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,653.8636319637299,500,420500,1733,592,3.466,1.184,0.0273201465606689,5.464029312133789e-05,202,390,106,0.3412162162162162,0.6558441558441559,0.4488888888888889,0.78,0.212,250,212,0.848,0.548,0.4983590732648872,200,392,108,0.3378378378378378,0.6493506493506493,0.4444444444444444,0.784,0.216,250,212,0.848,0.548,0.5018884477601658,197,395,111,0.3327702702702703,0.6396103896103896,0.4377777777777777,0.79,0.222,250,212,0.848,0.548,0.5126922755157676,0.0273201465606689,653.8909521102905,0.0357813835144043
28,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,centered80_balanced,80,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,653.8636319637299,500,420500,1733,592,3.466,1.184,0.0359189510345459,7.18379020690918e-05,202,390,106,0.3412162162162162,0.6558441558441559,0.4488888888888889,0.78,0.212,250,212,0.848,0.548,0.4983590732648872,200,392,108,0.3378378378378378,0.6493506493506493,0.4444444444444444,0.784,0.216,250,212,0.848,0.548,0.5018884477601658,197,395,111,0.3327702702702703,0.6396103896103896,0.4377777777777777,0.79,0.222,250,212,0.848,0.548,0.5126922755157676,0.0359189510345459,653.8995509147644,0.0418376922607421
29,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,centered80_balanced,80,hog8_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,1556.3612039089203,500,420500,763,363,1.526,0.726,0.023965835571289,4.793167114257812e-05,150,213,158,0.4132231404958678,0.487012987012987,0.4470938897168405,0.426,0.316,250,115,0.46,0.696,0.4968582122594154,150,213,158,0.4132231404958678,0.487012987012987,0.4470938897168405,0.426,0.316,250,115,0.46,0.696,0.4988482599051578,145,218,163,0.3994490358126721,0.4707792207792208,0.4321907600596125,0.436,0.326,250,115,0.46,0.696,0.507550637569276,0.023965835571289,1556.3851697444916,0.0264534950256347
30,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,centered80_balanced,80,hog8_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,1556.3612039089203,500,420500,763,363,1.526,0.726,0.0264272689819335,5.285453796386719e-05,150,213,158,0.4132231404958678,0.487012987012987,0.4470938897168405,0.426,0.316,250,115,0.46,0.696,0.4968582122594154,150,213,158,0.4132231404958678,0.487012987012987,0.4470938897168405,0.426,0.316,250,115,0.46,0.696,0.4988482599051578,145,218,163,0.3994490358126721,0.4707792207792208,0.4321907600596125,0.436,0.326,250,115,0.46,0.696,0.507550637569276,0.0264272689819335,1556.3876311779022,0.0291314125061035
31,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,centered80_balanced,80,hog8_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,1556.3612039089203,500,420500,763,320,1.526,0.64,0.0202105045318603,4.042100906372071e-05,141,179,167,0.440625,0.4577922077922078,0.4490445859872611,0.358,0.334,250,98,0.392,0.696,0.4977009046978594,140,180,168,0.4375,0.4545454545454545,0.4458598726114649,0.36,0.336,250,98,0.392,0.696,0.5001676007900252,135,185,173,0.421875,0.4383116883116883,0.4299363057324841,0.37,0.346,250,98,0.392,0.696,0.5117828988966825,0.0202105045318603,1556.381414413452,0.0242958068847656
32,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,centered96_balanced,96,hog16_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,736.4711170196533,500,288000,927,349,1.854,0.698,0.0205700397491455,4.1140079498291016e-05,156,193,152,0.4469914040114613,0.5064935064935064,0.4748858447488584,0.386,0.304,250,117,0.468,0.696,0.4420654841048493,150,199,158,0.4297994269340974,0.487012987012987,0.4566210045662101,0.398,0.316,250,117,0.468,0.696,0.454097028517095,141,208,167,0.4040114613180516,0.4577922077922078,0.4292237442922374,0.416,0.334,250,117,0.468,0.696,0.4670635171102862,0.0205700397491455,736.4916870594025,0.0239601135253906
33,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,centered80_balanced,80,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,653.8636319637299,500,420500,1733,592,3.466,1.184,0.033088207244873,6.61764144897461e-05,203,389,105,0.3429054054054054,0.6590909090909091,0.4511111111111111,0.778,0.21,250,212,0.848,0.548,0.4377301922143152,201,391,107,0.339527027027027,0.6525974025974026,0.4466666666666667,0.782,0.214,250,212,0.848,0.548,0.440894197834456,193,399,115,0.3260135135135135,0.6266233766233766,0.4288888888888889,0.798,0.23,250,212,0.848,0.548,0.4521647852911789,0.033088207244873,653.8967201709747,0.033088207244873
34,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_011__centered80_balanced__hog16_pca_hsv_lbp.joblib,centered80_balanced,80,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.3,1.25,weighted_center,OK,per_model_per_stride_in_memory,653.8636319637299,500,420500,1733,592,3.466,1.184,0.0282812118530273,5.656242370605469e-05,203,389,105,0.3429054054054054,0.6590909090909091,0.4511111111111111,0.778,0.21,250,212,0.848,0.548,0.4377301922143152,201,391,107,0.339527027027027,0.6525974025974026,0.4466666666666667,0.782,0.214,250,212,0.848,0.548,0.440894197834456,193,399,115,0.3260135135135135,0.6266233766233766,0.4288888888888889,0.798,0.23,250,212,0.848,0.548,0.4521647852911789,0.0282812118530273,653.8919131755829,0.0352754592895507
35,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,centered80_balanced,80,hog8_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,1556.3612039089203,500,420500,763,320,1.526,0.64,0.0217728614807128,4.354572296142578e-05,141,179,167,0.440625,0.4577922077922078,0.4490445859872611,0.358,0.334,250,98,0.392,0.696,0.4453624619970797,141,179,167,0.440625,0.4577922077922078,0.4490445859872611,0.358,0.334,250,98,0.392,0.696,0.4453624619970797,134,186,174,0.41875,0.435064935064935,0.4267515923566878,0.372,0.348,250,98,0.392,0.696,0.4576912370416554,0.0217728614807128,1556.382976770401,0.025785207748413
36,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,63.86565351486206,500,49500,852,240,1.704,0.48,0.0091941356658935,1.838827133178711e-05,157,83,144,0.6541666666666667,0.521594684385382,0.5804066543438077,0.166,0.288,250,21,0.084,0.924,0.3742980439320579,143,97,158,0.5958333333333333,0.4750830564784053,0.5286506469500925,0.194,0.316,250,21,0.084,0.924,0.4034425248273943,115,125,186,0.4791666666666667,0.3820598006644518,0.4251386321626617,0.25,0.372,250,21,0.084,0.924,0.445479321620355,0.0091941356658935,63.874847650527954,0.0116107463836669
37,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,centered80_neg4x,80,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,714.7812795639038,500,420500,1203,431,2.406,0.862,0.0312850475311279,6.257009506225586e-05,180,251,128,0.4176334106728538,0.5844155844155844,0.4871447902571041,0.502,0.256,250,121,0.484,0.724,0.4030992795837586,169,262,139,0.3921113689095127,0.5487012987012987,0.4573748308525033,0.524,0.278,250,121,0.484,0.724,0.4238506964302356,157,274,151,0.3642691415313225,0.5097402597402597,0.4248985115020297,0.548,0.302,250,121,0.484,0.724,0.4425247928501268,0.0312850475311279,714.8125646114349,0.034670352935791
38,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,centered80_balanced,80,hog8_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,1556.3612039089203,500,420500,763,363,1.526,0.726,0.0207040309906005,4.140806198120117e-05,150,213,158,0.4132231404958678,0.487012987012987,0.4470938897168405,0.426,0.316,250,115,0.46,0.696,0.4375262207693047,148,215,160,0.4077134986225895,0.4805194805194805,0.4411326378539493,0.43,0.32,250,115,0.46,0.696,0.4432873676543402,142,221,166,0.3911845730027548,0.461038961038961,0.4232488822652757,0.442,0.332,250,115,0.46,0.696,0.4513599682082381,0.0207040309906005,1556.381907939911,0.0290257930755615
39,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_005__centered80_balanced__hog8_pca_hsv_lbp.joblib,centered80_balanced,80,hog8_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.3,1.25,weighted_center,OK,per_model_per_stride_in_memory,1556.3612039089203,500,420500,763,363,1.526,0.726,0.0264985561370849,5.299711227416992e-05,150,213,158,0.4132231404958678,0.487012987012987,0.4470938897168405,0.426,0.316,250,115,0.46,0.696,0.4375262207693047,148,215,160,0.4077134986225895,0.4805194805194805,0.4411326378539493,0.43,0.32,250,115,0.46,0.696,0.4432873676543402,142,221,166,0.3911845730027548,0.461038961038961,0.4232488822652757,0.442,0.332,250,115,0.46,0.696,0.4513599682082381,0.0264985561370849,1556.3877024650574,0.0295073986053466
40,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,centered96_balanced,96,hog16_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,736.4711170196533,500,288000,927,407,1.854,0.814,0.0223572254180908,4.471445083618164e-05,166,241,142,0.4078624078624078,0.538961038961039,0.4643356643356643,0.482,0.284,250,138,0.552,0.696,0.437465304135437,159,248,149,0.3906633906633907,0.5162337662337663,0.4447552447552448,0.496,0.298,250,138,0.552,0.696,0.4523430362771097,150,257,158,0.3685503685503685,0.487012987012987,0.4195804195804196,0.514,0.316,250,138,0.552,0.696,0.4647995184472768,0.0223572254180908,736.4934742450714,0.0292658805847167
41,phase2_postprocess_sweep,dataset1_varroa,rbf_svm,d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/rbf_svm/d1_rbfsvm_002__centered96_balanced__hog16_pca_hsv_lbp.joblib,centered96_balanced,96,hog16_pca_hsv_lbp,decision_function_score_threshold,1.3,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,736.4711170196533,500,288000,927,407,1.854,0.814,0.016690969467163,3.3381938934326174e-05,166,241,142,0.4078624078624078,0.538961038961039,0.4643356643356643,0.482,0.284,250,138,0.552,0.696,0.437465304135437,159,248,149,0.3906633906633907,0.5162337662337663,0.4447552447552448,0.496,0.298,250,138,0.552,0.696,0.4523430362771097,150,257,158,0.3685503685503685,0.487012987012987,0.4195804195804196,0.514,0.316,250,138,0.552,0.696,0.4647995184472768,0.016690969467163,736.4878079891205,0.0255451202392578
42,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,centered80_neg4x,80,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,714.7812795639038,500,420500,1203,431,2.406,0.862,0.0266754627227783,5.335092544555664e-05,177,254,131,0.4106728538283062,0.5746753246753247,0.4790257104194858,0.508,0.262,250,121,0.484,0.724,0.4532002210633246,168,263,140,0.3897911832946635,0.5454545454545454,0.4546684709066305,0.526,0.28,250,121,0.484,0.724,0.4741644150367816,155,276,153,0.3596287703016241,0.5032467532467533,0.4194857916102842,0.552,0.306,250,121,0.484,0.724,0.49828219325355,0.0266754627227783,714.8079550266266,0.0276803970336914
43,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,63.86565351486206,500,49500,852,289,1.704,0.578,0.0103652477264404,2.073049545288086e-05,162,127,139,0.5605536332179931,0.5382059800664452,0.5491525423728815,0.254,0.278,250,23,0.092,0.924,0.3726106334590695,148,141,153,0.5121107266435986,0.4916943521594684,0.5016949152542373,0.282,0.306,250,23,0.092,0.924,0.4034538204055897,121,168,180,0.4186851211072664,0.4019933554817276,0.4101694915254237,0.336,0.36,250,23,0.092,0.924,0.4445928818833076,0.0103652477264404,63.8760187625885,0.0128059387207031
44,phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,63.86565351486206,500,49500,852,280,1.704,0.56,0.0113162994384765,2.2632598876953124e-05,161,119,140,0.575,0.5348837209302325,0.5542168674698795,0.238,0.28,250,23,0.092,0.924,0.373251713449246,147,133,154,0.525,0.4883720930232558,0.5060240963855422,0.266,0.308,250,23,0.092,0.924,0.4038993490500072,119,161,182,0.425,0.3953488372093023,0.4096385542168674,0.322,0.364,250,23,0.092,0.924,0.44687553890562,0.0113162994384765,63.87696981430054,0.014392614364624
45,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,centered80_neg4x,80,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,714.7812795639038,500,420500,1203,492,2.406,0.984,0.0277750492095947,5.555009841918945e-05,182,310,126,0.3699186991869919,0.5909090909090909,0.4549999999999999,0.62,0.252,250,138,0.552,0.724,0.4504518892988717,172,320,136,0.3495934959349593,0.5584415584415584,0.43,0.64,0.272,250,138,0.552,0.724,0.4784705678922854,163,329,145,0.3313008130081301,0.5292207792207793,0.4075,0.658,0.29,250,138,0.552,0.724,0.4983982034756174,0.0277750492095947,714.8090546131134,0.0320255756378173
46,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_007__centered80_neg4x__hog16_pca_hsv_lbp.joblib,centered80_neg4x,80,hog16_pca_hsv_lbp,predict_proba_score_threshold,0.8,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,714.7812795639038,500,420500,1203,492,2.406,0.984,0.0257189273834228,5.1437854766845705e-05,182,310,126,0.3699186991869919,0.5909090909090909,0.4549999999999999,0.62,0.252,250,138,0.552,0.724,0.4504518892988717,172,320,136,0.3495934959349593,0.5584415584415584,0.43,0.64,0.272,250,138,0.552,0.724,0.4784705678922854,163,329,145,0.3313008130081301,0.5292207792207793,0.4075,0.658,0.29,250,138,0.552,0.724,0.4983982034756174,0.0257189273834228,714.8069984912872,0.034522533416748
47,phase2_postprocess_sweep,dataset1_varroa,random_forest,d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/random_forest/d1_rf_006__centered80_neg4x__hog16_hsv_lbp.joblib,centered80_neg4x,80,hog16_hsv_lbp,predict_proba_score_threshold,0.7,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,716.9850029945374,500,420500,818,368,1.636,0.736,0.0270559787750244,5.4111957550048826e-05,151,217,157,0.4103260869565217,0.4902597402597403,0.4467455621301775,0.434,0.314,250,114,0.456,0.696,0.4635444322343407,147,221,161,0.3994565217391304,0.4772727272727273,0.4349112426035503,0.442,0.322,250,114,0.456,0.696,0.478039939815529,137,231,171,0.3722826086956521,0.4448051948051948,0.4053254437869822,0.462,0.342,250,114,0.456,0.696,0.5042943758353491,0.0270559787750244,717.0120589733124,0.0300605297088623
48,phase2_postprocess_sweep,dataset1_varroa,linear_svm,d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset1_varroa/linear_svm/d1_linsvm_037__centered96_balanced__hog16_pca_hsv_lbp.joblib,centered96_balanced,96,hog16_pca_hsv_lbp,score_threshold,1.8,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,628.7347044944763,500,288000,964,369,1.928,0.738,0.0125958919525146,2.51917839050293e-05,148,221,160,0.4010840108401084,0.4805194805194805,0.4372230428360414,0.442,0.32,250,139,0.556,0.616,0.44884607780565,147,222,161,0.3983739837398374,0.4772727272727273,0.4342688330871492,0.444,0.322,250,139,0.556,0.616,0.452632321932566,137,232,171,0.3712737127371274,0.4448051948051948,0.4047267355982274,0.464,0.342,250,139,0.556,0.616,0.4674686748544808,0.0125958919525146,628.7473003864288,0.0201115608215332
