metric,q005,q995,q1,q3,iqr,small_iqr_threshold,large_iqr_threshold,small_threshold_used,large_threshold_used,small_formula,large_formula
bbox_width_norm,0.056828125,0.24279687500000052,0.10703125,0.15625,0.049218750000000006,-0.04062500000000002,0.30390625000000004,0.0,0.30390625000000004,"max(0, min(Q0.005, Q1 - 3*IQR))","max(Q0.995, Q3 + 3*IQR)"
bbox_height_norm,0.0359375,0.1296875,0.06171875,0.0859375,0.024218749999999997,-0.010937499999999989,0.15859374999999998,0.0,0.15859374999999998,"max(0, min(Q0.005, Q1 - 3*IQR))","max(Q0.995, Q3 + 3*IQR)"
bbox_area_norm,0.002230224609375,0.030109167480468768,0.006976318359375,0.012689208984374999,0.005712890624999999,-0.010162353515624997,0.029827880859374996,0.0,0.030109167480468768,"max(0, min(Q0.005, Q1 - 3*IQR))","max(Q0.995, Q3 + 3*IQR)"
bbox_width_px,36.370000000000005,155.39000000000033,68.5,100.0,31.5,-26.0,194.5,0.0,194.5,"max(0, min(Q0.005, Q1 - 3*IQR))","max(Q0.995, Q3 + 3*IQR)"
bbox_height_px,23.0,83.0,39.5,55.0,15.5,-7.0,101.5,0.0,101.5,"max(0, min(Q0.005, Q1 - 3*IQR))","max(Q0.995, Q3 + 3*IQR)"
bbox_area_px,913.5,12332.715000000006,2857.5,5197.5,2340.0,-4162.5,12217.5,0.0,12332.715000000006,"max(0, min(Q0.005, Q1 - 3*IQR))","max(Q0.995, Q3 + 3*IQR)"
