class_id,class_name,bbox_width_norm_count,bbox_width_norm_mean,bbox_width_norm_min,bbox_width_norm_median,bbox_width_norm_max,bbox_height_norm_count,bbox_height_norm_mean,bbox_height_norm_min,bbox_height_norm_median,bbox_height_norm_max,bbox_area_norm_count,bbox_area_norm_mean,bbox_area_norm_min,bbox_area_norm_median,bbox_area_norm_max,bbox_width_px_count,bbox_width_px_mean,bbox_width_px_min,bbox_width_px_median,bbox_width_px_max,bbox_height_px_count,bbox_height_px_mean,bbox_height_px_min,bbox_height_px_median,bbox_height_px_max,bbox_area_px_count,bbox_area_px_mean,bbox_area_px_min,bbox_area_px_median,bbox_area_px_max
0,bee,13551,0.8975288378163973,0.1015625,0.9453125,1.0,13551,0.8461874930816914,0.04609375,0.85234375,1.0,13551,0.7618403575605294,0.004681396484375,0.791473388671875,1.0,13551,574.4184562024943,65.0,605.0,640.0,13551,541.5599955722824,29.5,545.5,640.0,13551,312049.8104567929,1917.5,324187.5,409600.0
1,varroa,5149,0.13399613395805013,0.009375,0.13046875,1.0,5149,0.0757768498737619,0.003125,0.07265625,0.9078125,5149,0.011534567733115654,2.9296875e-05,0.009359130859374998,0.9078125,5149,85.75752573315206,6.0,83.5,640.0,5149,48.497183919207615,2.0,46.5,581.0,5149,4724.558943484171,12.0,3833.5,371840.0
