dataset_name,stage_name,notebook_name,final_status,run_timestamp,missing_label_count,missing_image_count,empty_label_file_count,unreadable_image_count,invalid_yolo_row_count,extreme_small_candidate_count,extreme_large_candidate_count,varroa_bbox_exclusion_candidate_count,image_exclusion_candidate_count,raw_data_modified,patch_metadata_created,feature_extraction_done,model_training_done,detection_done
dataset3_external,01_exploration,03_dataset3_external_exploration,COMPLETED_WITH_WARNINGS,2026-05-24 19:30:03,0,0,3791,0,0,0,0,0,0,False,False,False,False,False
