class_id,class_name,bbox_width_norm_count,bbox_width_norm_mean,bbox_width_norm_min,bbox_width_norm_median,bbox_width_norm_max,bbox_height_norm_count,bbox_height_norm_mean,bbox_height_norm_min,bbox_height_norm_median,bbox_height_norm_max,bbox_area_norm_count,bbox_area_norm_mean,bbox_area_norm_min,bbox_area_norm_median,bbox_area_norm_max,bbox_width_px_count,bbox_width_px_mean,bbox_width_px_min,bbox_width_px_median,bbox_width_px_max,bbox_height_px_count,bbox_height_px_mean,bbox_height_px_min,bbox_height_px_median,bbox_height_px_max,bbox_area_px_count,bbox_area_px_mean,bbox_area_px_min,bbox_area_px_median,bbox_area_px_max
0,varroa-mite,2718,0.1293575239146431,0.0484375,0.125,0.2546875,2718,0.07618768395879323,0.03203125,0.075,0.13359375,2718,0.010098284790847475,0.001993408203125,0.00912139892578125,0.027026367187499997,2718,82.7888153053716,31.0,80.0,163.0,2718,48.760117733627666,20.5,48.0,85.5,2718,4136.257450331126,816.5,3736.125,11070.0
