mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
89.28336604436238,1.1977114837709988,0.21385089556376138,0.008505029809251741,,1,300,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.7914932963476653,0.9028944911297853,0.9300368227248816,0.8748082034007775,0.05994556888854018,3,1.0,1.0,1.0,1.0,0.0
149.12359229723612,1.601537428619034,0.4648727575937907,0.12467373461424433,,1,500,"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.7957288765088208,0.9055374592833876,0.9265715795034337,0.8759459717652142,0.057368373005154356,2,1.0,1.0,1.0,1.0,0.0
83.4631503423055,1.114932458870975,0.28583486874898273,0.10646092040846085,,2,300,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.7782846715328468,0.9026876737720111,0.9265715795034337,0.8691813082694305,0.06500902073693939,7,1.0,1.0,1.0,1.0,0.0
140.31549445788065,2.088817983704857,0.36901084582010907,0.04253808074354846,,2,500,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.7748074309016765,0.9037927844588344,0.9258474576271186,0.8681492243292098,0.06661391222230378,13,1.0,1.0,1.0,1.0,0.0
76.1203625202179,0.3303214823131242,0.3523000081380208,0.10724142938527927,,4,300,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.7760252365930599,0.9001380579843534,0.9310163243812533,0.8690598729862223,0.06698233354412897,9,0.9972805933250927,0.9967940813810111,0.9975284231339595,0.9972010326133544,0.00030502664656283476
124.37795440355937,0.608324455212465,0.4625818729400635,0.1308771485088642,,4,500,"{'model__max_depth': None, 'model__min_samples_leaf': 4, 'model__n_estimators': 500}",0.7698483496877788,0.8992176714219973,0.9292502639915523,0.8661054283671095,0.06915951634215574,15,0.9977750309023485,0.9960552268244576,0.9977750309023485,0.9972017628763848,0.0008107234171926515
83.85684521993001,1.9134979622932458,0.33040396372477215,0.09067998066430986,20,1,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.7800904977375566,0.9010682768230376,0.9293993677555321,0.8701860474387088,0.06474858420753773,6,0.9997526589166461,0.9995056846267919,1.0,0.999752781181146,0.00020180342458098736
138.1500721772512,3.1516414822198984,0.44293904304504395,0.139790151888859,20,1,500,"{'model__max_depth': 20, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.7821330902461258,0.902867715078631,0.928194297782471,0.8710650343690759,0.06372873220130909,5,0.9997526589166461,0.999752781211372,1.0,0.9998351467093394,0.00011656889041886456
79.35473068555196,1.8860922663160475,0.1966556708017985,0.006989463456442766,20,2,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.7756584922797457,0.9002770083102493,0.9299631384939442,0.8686328796946464,0.06685055032285499,11,0.9995054401582592,0.9995056846267919,0.9997526589166461,0.9995879279005657,0.00011648246129889753
132.30258329709372,2.6707438582288,0.4169321060180664,0.129881471026773,20,2,500,"{'model__max_depth': 20, 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.7670863309352518,0.9007844946931242,0.9292502639915523,0.8657070298733095,0.07069703765463389,17,0.9992583436341161,0.9990118577075099,1.0,0.9994234004472086,0.0004199516727855733
74.21889638900757,0.5379262113759021,0.28238677978515625,0.07401442969872829,20,4,300,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.774798927613941,0.9006439742410304,0.9298892988929889,0.8684440669159867,0.06728487368234795,12,0.996787744007907,0.9950763170851797,0.9975284231339595,0.9964641614090154,0.0010268837299794193
122.24815948804219,1.5833635489934135,0.31273945172627765,0.02224163817029551,20,4,500,"{'model__max_depth': 20, 'model__min_samples_leaf': 4, 'model__n_estimators': 500}",0.76650420912716,0.8973768982972848,0.9298153034300791,0.8645654702848414,0.07059306262783456,18,0.9975284231339595,0.9953190440995319,0.9972819372374598,0.996709801490317,0.0009885489076793517
90.3493423461914,0.5005993314679789,0.36241642634073895,0.11231990334444036,40,1,300,"{'model__max_depth': 40, 'model__min_samples_leaf': 1, 'model__n_estimators': 300}",0.7914932963476653,0.9028944911297853,0.9300368227248816,0.8748082034007775,0.05994556888854018,3,1.0,1.0,1.0,1.0,0.0
150.0664259592692,1.4931998228468506,0.3692960739135742,0.010951667730224905,40,1,500,"{'model__max_depth': 40, 'model__min_samples_leaf': 1, 'model__n_estimators': 500}",0.7955493741307371,0.906468124709167,0.9260042283298098,0.8760072423899047,0.05744862203033414,1,1.0,1.0,1.0,1.0,0.0
84.52375316619873,1.8204177193818964,0.22286351521809897,0.008325928240419975,40,2,300,"{'model__max_depth': 40, 'model__min_samples_leaf': 2, 'model__n_estimators': 300}",0.7782846715328468,0.9026876737720111,0.9265715795034337,0.8691813082694305,0.06500902073693939,7,1.0,1.0,1.0,1.0,0.0
139.36472630500793,2.1861041387458306,0.37112975120544434,0.017098873843961346,40,2,500,"{'model__max_depth': 40, 'model__min_samples_leaf': 2, 'model__n_estimators': 500}",0.7748074309016765,0.9037927844588344,0.9258474576271186,0.8681492243292098,0.06661391222230378,13,1.0,1.0,1.0,1.0,0.0
76.01448170344035,0.10327808130230319,0.26026352246602374,0.07654048083498165,40,4,300,"{'model__max_depth': 40, 'model__min_samples_leaf': 4, 'model__n_estimators': 300}",0.7760252365930599,0.9001380579843534,0.9310163243812533,0.8690598729862223,0.06698233354412897,9,0.9972805933250927,0.9967940813810111,0.9975284231339595,0.9972010326133544,0.00030502664656283476
114.39116628964742,14.14142510011718,0.49008870124816895,0.18949567097542358,40,4,500,"{'model__max_depth': 40, 'model__min_samples_leaf': 4, 'model__n_estimators': 500}",0.7698483496877788,0.8992176714219973,0.9292502639915523,0.8661054283671095,0.06915951634215574,15,0.9977750309023485,0.9960552268244576,0.9977750309023485,0.9972017628763848,0.0008107234171926515
