dataset_name,patch_set,metadata_path,exists,row_count,column_count,train_count,valid_count,test_count,positive_count,negative_count
dataset2_honeybee,centered48_balanced,data/metadata/dataset2_honeybee/patch_metadata_centered48_balanced.csv,True,20706,53,18422,1140,1144,10353,10353
dataset2_honeybee,centered48_neg4x,data/metadata/dataset2_honeybee/patch_metadata_centered48_neg4x.csv,True,51765,53,46055,2850,2860,10353,41412
dataset2_honeybee,centered64_balanced,data/metadata/dataset2_honeybee/patch_metadata_centered64_balanced.csv,True,20706,53,18422,1140,1144,10353,10353
dataset2_honeybee,centered64_neg4x,data/metadata/dataset2_honeybee/patch_metadata_centered64_neg4x.csv,True,51765,53,46055,2850,2860,10353,41412
dataset2_honeybee,centered80_balanced,data/metadata/dataset2_honeybee/patch_metadata_centered80_balanced.csv,True,20706,53,18422,1140,1144,10353,10353
dataset2_honeybee,centered80_neg4x,data/metadata/dataset2_honeybee/patch_metadata_centered80_neg4x.csv,True,51765,53,46055,2850,2860,10353,41412
