dataset_name,patch_set,patch_size,ratio_variant,feature_set,hog_variant,is_pca,include_hsv,include_lbp,feature_file_path,file_format,row_count,metadata_column_count,feature_column_count,total_column_count,train_row_count,valid_row_count,test_row_count,positive_count,negative_count,nan_count,inf_count,pca_fit_split,pca_explained_variance_target,pca_n_components_actual,pca_explained_variance_actual,pca_artifact_path,status,action,file_size_mb,created_at,notes
dataset2_honeybee,centered80_neg4x,80,neg4x,hog8_hsv,hog8,False,True,False,data/features/dataset2_honeybee/centered80_neg4x__hog8_hsv.parquet,parquet,51765,28,2948,2976,46055,2850,2860,10353,41412,0,0,,,,,,OK,created_or_overwritten,839.7219,2026-05-25 03:44:30,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog8_only,hog8,False,False,False,data/features/dataset2_honeybee/centered80_neg4x__hog8_only.parquet,parquet,51765,28,2916,2944,46055,2850,2860,10353,41412,0,0,,,,,,OK,created_or_overwritten,837.287,2026-05-25 03:44:41,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog16_hsv_lbp,hog16,False,True,True,data/features/dataset2_honeybee/centered80_neg4x__hog16_hsv_lbp.parquet,parquet,51765,28,618,646,46055,2850,2860,10353,41412,0,0,,,,,,OK,created_or_overwritten,175.1333,2026-05-25 03:44:43,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog16_hsv,hog16,False,True,False,data/features/dataset2_honeybee/centered80_neg4x__hog16_hsv.parquet,parquet,51765,28,608,636,46055,2850,2860,10353,41412,0,0,,,,,,OK,created_or_overwritten,174.5051,2026-05-25 03:44:45,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog16_only,hog16,False,False,False,data/features/dataset2_honeybee/centered80_neg4x__hog16_only.parquet,parquet,51765,28,576,604,46055,2850,2860,10353,41412,0,0,,,,,,OK,created_or_overwritten,172.0702,2026-05-25 03:44:48,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hsv_lbp_only,,False,True,True,data/features/dataset2_honeybee/centered80_neg4x__hsv_lbp_only.parquet,parquet,51765,28,42,70,46055,2850,2860,10353,41412,0,0,,,,,,OK,created_or_overwritten,5.825,2026-05-25 03:44:48,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog8_pca_hsv_lbp,hog8,True,True,True,data/features/dataset2_honeybee/centered80_neg4x__hog8_pca_hsv_lbp.parquet,parquet,51765,28,822,850,46055,2850,2860,10353,41412,0,0,train,0.95,780.0,0.9500598907470703,data/features/dataset2_honeybee/pca_artifacts/centered80_neg4x__hog8_pca.joblib,OK,created_or_overwritten,235.5314,2026-05-25 03:44:51,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog8_pca_hsv,hog8,True,True,False,data/features/dataset2_honeybee/centered80_neg4x__hog8_pca_hsv.parquet,parquet,51765,28,812,840,46055,2850,2860,10353,41412,0,0,train,0.95,780.0,0.9500598907470703,data/features/dataset2_honeybee/pca_artifacts/centered80_neg4x__hog8_pca.joblib,OK,created_or_overwritten,234.9032,2026-05-25 03:44:54,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog8_pca_only,hog8,True,False,False,data/features/dataset2_honeybee/centered80_neg4x__hog8_pca_only.parquet,parquet,51765,28,780,808,46055,2850,2860,10353,41412,0,0,train,0.95,780.0,0.9500598907470703,data/features/dataset2_honeybee/pca_artifacts/centered80_neg4x__hog8_pca.joblib,OK,created_or_overwritten,232.4683,2026-05-25 03:44:56,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog16_pca_hsv_lbp,hog16,True,True,True,data/features/dataset2_honeybee/centered80_neg4x__hog16_pca_hsv_lbp.parquet,parquet,51765,28,216,244,46055,2850,2860,10353,41412,0,0,train,0.95,174.0,0.9503026008605957,data/features/dataset2_honeybee/pca_artifacts/centered80_neg4x__hog16_pca.joblib,OK,created_or_overwritten,57.0499,2026-05-25 03:44:57,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog16_pca_hsv,hog16,True,True,False,data/features/dataset2_honeybee/centered80_neg4x__hog16_pca_hsv.parquet,parquet,51765,28,206,234,46055,2850,2860,10353,41412,0,0,train,0.95,174.0,0.9503026008605957,data/features/dataset2_honeybee/pca_artifacts/centered80_neg4x__hog16_pca.joblib,OK,created_or_overwritten,56.4217,2026-05-25 03:44:58,HOG32 removed from Stage 03 feature grid.
dataset2_honeybee,centered80_neg4x,80,neg4x,hog16_pca_only,hog16,True,False,False,data/features/dataset2_honeybee/centered80_neg4x__hog16_pca_only.parquet,parquet,51765,28,174,202,46055,2850,2860,10353,41412,0,0,train,0.95,174.0,0.9503026008605957,data/features/dataset2_honeybee/pca_artifacts/centered80_neg4x__hog16_pca.joblib,OK,created_or_overwritten,53.9869,2026-05-25 03:44:58,HOG32 removed from Stage 03 feature grid.
